,League,Round,Week,Year,Date,Local,Visitor,Goalslocal,Goalsvisitor,Result
3051,portugal,,10,2023,2023-03-11,Pacos Ferreira,Santa Clara,1,0,l
3052,portugal,,10,2023,2023-03-11,Vizela,Sporting Braga,0,4,v
3053,spain,,10,2023,2023-03-11,Celta Vigo,Rayo Vallecano,3,0,l
3054,spain,,10,2023,2023-03-11,Elche,Valladolid,1,1,t
3055,spain,,10,2023,2023-03-11,Real Madrid,Espanyol,3,1,l
3056,spain,,10,2023,2023-03-11,Valencia,Osasuna,1,0,l
3057,england,,10,2023,2023-03-12,Fulham,Arsenal,0,3,v
3058,england,,10,2023,2023-03-12,Manchester Utd,Southampton,0,0,t
3059,england,,10,2023,2023-03-12,Newcastle Utd,Wolverhampton,2,1,l
3060,england,,10,2023,2023-03-12,West Ham Utd,Aston Villa,1,1,t
3061,france,,10,2023,2023-03-12,AC Ajaccio,Montpellier,0,1,v
3062,france,,10,2023,2023-03-12,Angers,Toulouse,0,2,v
3063,france,,10,2023,2023-03-12,Clermont,Lens,0,4,v
3064,france,,10,2023,2023-03-12,Lorient,Troyes,2,0,l
3065,france,,10,2023,2023-03-12,Marseille,Strasbourg,2,2,t
3066,france,,10,2023,2023-03-12,Monaco,Reims,0,1,v
3067,france,,10,2023,2023-03-12,Nantes,Nice,2,2,t
3068,germany,,10,2023,2023-03-12,Freiburg,Hoffenheim,2,1,l
3069,germany,,10,2023,2023-03-12,Werder Bremen,Leverkusen,2,3,v
3070,germany,,10,2023,2023-03-12,Wolfsburg,Union Berlin,1,1,t
3071,italy,,10,2023,2023-03-12,AS Roma,Sassuolo,3,4,v
3072,italy,,10,2023,2023-03-12,Cremonese,Fiorentina,0,2,v
3073,italy,,10,2023,2023-03-12,Hellas Verona,Monza,1,1,t
3074,italy,,10,2023,2023-03-12,Juventus,Sampdoria,4,2,l
3075,italy,,10,2023,2023-03-12,Lecce,Torino,0,2,v
3076,mexico,,10,2023,2023-03-12,Cruz Azul,Pumas UNAM,1,0,l
3077,mexico,,10,2023,2023-03-12,Tigres,CF America,0,2,v
3078,mexico,,10,2023,2023-03-12,Toluca,Mazatlan,4,1,l
3079,netherlands,,10,2023,2023-03-12,Feyenoord,FC Volendam,2,1,l
3080,netherlands,,10,2023,2023-03-12,Heerenveen,Ajax Amsterdam,2,4,v
3081,netherlands,,10,2023,2023-03-12,NEC Nijmegen,FC Utrecht,2,2,t
3082,netherlands,,10,2023,2023-03-12,PSV Eindhoven,Cambuur,5,2,l
3083,portugal,,10,2023,2023-03-12,Maritimo,Benfica,0,3,v
3084,portugal,,10,2023,2023-03-12,Rio Ave,Gil Vicente,2,1,l
3085,portugal,,10,2023,2023-03-12,Sporting CP,Boavista,3,0,l
3086,spain,,10,2023,2023-03-12,Athletic Bilbao,FC Barcelona,0,1,v
3087,spain,,10,2023,2023-03-12,Mallorca,Real Sociedad,1,1,t
3088,spain,,10,2023,2023-03-12,Sevilla FC,Almeria,2,1,l
3089,spain,,10,2023,2023-03-12,Villarreal,Real Betis,1,1,t
3090,italy,,11,2023,2023-03-13,AC Milan,Salernitana,1,1,t
3091,mexico,,11,2023,2023-03-13,Juarez,Necaxa,1,1,t
3092,mexico,,11,2023,2023-03-13,Pachuca,Monterrey,1,2,v
3093,mexico,,11,2023,2023-03-13,Santos Laguna,Tijuana,3,2,l
3094,portugal,,11,2023,2023-03-13,Famalicao,Casa Pia,1,0,l
3095,spain,,11,2023,2023-03-13,Girona,Atletico Madrid,0,1,v
3096,england,,11,2023,2023-03-15,Brighton,Crystal Palace,1,0,l
3097,england,,11,2023,2023-03-15,Southampton,Brentford,0,2,v
3098,england,,11,2023,2023-03-17,Nottm Forest,Newcastle Utd,1,2,v
3099,france,,11,2023,2023-03-17,Lyon,Nantes,1,1,t
3100,germany,,11,2023,2023-03-17,Monchengladbach,Werder Bremen,2,2,t
3101,italy,,11,2023,2023-03-17,Atalanta,Empoli,2,1,l
3102,italy,,11,2023,2023-03-17,Sassuolo,Spezia,1,0,l
3103,netherlands,,11,2023,2023-03-17,FC Volendam,Fortuna Sittard,2,1,l
3104,portugal,,11,2023,2023-03-17,Santa Clara,Rio Ave,0,2,v
3105,spain,,11,2023,2023-03-17,Valladolid,Athletic Bilbao,1,3,v
3106,england,,11,2023,2023-03-18,Aston Villa,Bournemouth,3,0,l
3107,england,,11,2023,2023-03-18,Brentford,Leicester City,1,1,t
3108,england,,11,2023,2023-03-18,Chelsea,Everton,2,2,t
3109,england,,11,2023,2023-03-18,Southampton,Tottenham,3,3,t
3110,england,,11,2023,2023-03-18,Wolverhampton,Leeds Utd,2,4,v
3111,france,,11,2023,2023-03-18,Lens,Angers,3,0,l
3112,france,,11,2023,2023-03-18,Toulouse,Lille,0,2,v
3113,germany,,11,2023,2023-03-18,Bochum,RB Leipzig,1,0,l
3114,germany,,11,2023,2023-03-18,Dortmund,FC Koln,6,1,l
3115,germany,,11,2023,2023-03-18,FC Augsburg,Schalke 04,1,1,t
3116,germany,,11,2023,2023-03-18,Hoffenheim,Hertha Berlin,3,1,l
3117,germany,,11,2023,2023-03-18,Stuttgart,Wolfsburg,0,1,v
3118,italy,,11,2023,2023-03-18,Monza,Cremonese,1,1,t
3119,italy,,11,2023,2023-03-18,Salernitana,Bologna,2,2,t
3120,italy,,11,2023,2023-03-18,Udinese,AC Milan,3,1,l
3121,mexico,,11,2023,2023-03-18,Cruz Azul,A. San Luis,1,0,l
3122,mexico,,11,2023,2023-03-18,Mazatlan,Necaxa,0,1,v
3123,mexico,,11,2023,2023-03-18,Puebla,Atlas,0,4,v
3124,mexico,,11,2023,2023-03-18,Tijuana,Toluca,3,3,t
3125,netherlands,,11,2023,2023-03-18,FC Emmen,Sparta,0,2,v
3126,netherlands,,11,2023,2023-03-18,FC Utrecht,Go Ahead Eagles,1,2,v
3127,netherlands,,11,2023,2023-03-18,RKC Waalwijk,NEC Nijmegen,1,3,v
3128,portugal,,11,2023,2023-03-18,Arouca,Pacos Ferreira,1,1,t
3129,portugal,,11,2023,2023-03-18,Benfica,Guimaraes,5,1,l
3130,portugal,,11,2023,2023-03-18,Estoril,Chaves,0,2,v
3131,portugal,,11,2023,2023-03-18,Portimonense,Vizela,0,1,v
3132,spain,,11,2023,2023-03-18,Almeria,Cadiz,1,1,t
3133,spain,,11,2023,2023-03-18,Atletico Madrid,Valencia,3,0,l
3134,spain,,11,2023,2023-03-18,Espanyol,Celta Vigo,1,3,v
3135,spain,,11,2023,2023-03-18,Rayo Vallecano,Girona,2,2,t
3136,england,,11,2023,2023-03-19,Arsenal,Crystal Palace,4,1,l
3137,france,,11,2023,2023-03-19,AC Ajaccio,Monaco,0,2,v
3138,france,,11,2023,2023-03-19,Montpellier,Clermont,2,1,l
3139,france,,11,2023,2023-03-19,Nice,Lorient,1,1,t
3140,france,,11,2023,2023-03-19,Paris SG,Rennes,0,2,v
3141,france,,11,2023,2023-03-19,Reims,Marseille,1,2,v
3142,france,,11,2023,2023-03-19,Strasbourg,Auxerre,2,0,l
3143,france,,11,2023,2023-03-19,Troyes,Brest,2,2,t
3144,germany,,11,2023,2023-03-19,FSV Mainz,Freiburg,1,1,t
3145,germany,,11,2023,2023-03-19,Leverkusen,Bayern Munich,2,1,l
3146,germany,,11,2023,2023-03-19,Union Berlin,E. Frankfurt,2,0,l
3147,italy,,11,2023,2023-03-19,Fiorentina,Lecce,1,0,l
3148,italy,,11,2023,2023-03-19,Inter Milan,Juventus,0,1,v
3149,italy,,11,2023,2023-03-19,Lazio,AS Roma,1,0,l
3150,italy,,11,2023,2023-03-19,Sampdoria,Hellas Verona,3,1,l
3151,italy,,11,2023,2023-03-19,Torino,Napoli,0,4,v
3152,mexico,,11,2023,2023-03-19,Guadalajara,CF America,2,4,v
3153,mexico,,11,2023,2023-03-19,Pumas UNAM,Pachuca,0,2,v
3154,mexico,,11,2023,2023-03-19,Tigres,Monterrey,0,1,v
3155,netherlands,,11,2023,2023-03-19,Ajax Amsterdam,Feyenoord,2,3,v
3156,netherlands,,11,2023,2023-03-19,Excelsior,Cambuur,4,1,l
3157,netherlands,,11,2023,2023-03-19,FC Groningen,Heerenveen,0,2,v
3158,netherlands,,11,2023,2023-03-19,FC Twente,AZ Alkmaar,2,1,l
3159,netherlands,,11,2023,2023-03-19,Vitesse Arnhem,PSV Eindhoven,1,1,t
3160,portugal,,11,2023,2023-03-19,Boavista,Famalicao,1,2,v
3161,portugal,,11,2023,2023-03-19,Casa Pia,Maritimo,2,0,l
3162,portugal,,11,2023,2023-03-19,Sporting Braga,FC Porto,0,0,t
3163,spain,,11,2023,2023-03-19,FC Barcelona,Real Madrid,2,1,l
3164,spain,,11,2023,2023-03-19,Getafe,Sevilla FC,2,0,l
3165,spain,,11,2023,2023-03-19,Osasuna,Villarreal,0,3,v
3166,spain,,11,2023,2023-03-19,Real Betis,Mallorca,1,0,l
3167,spain,,11,2023,2023-03-19,Real Sociedad,Elche,2,0,l
3168,mexico,,12,2023,2023-03-20,Club Leon,Santos Laguna,4,1,l
3169,mexico,,12,2023,2023-03-20,Queretaro,Juarez,2,2,t
3170,mexico,,12,2023,2023-03-25,Mazatlan,Club Leon,1,2,v
3171,mexico,,13,2023,2023-03-30,Queretaro,Cruz Azul,2,2,t
3172,france,,13,2023,2023-03-31,Marseille,Montpellier,1,1,t
3173,germany,,13,2023,2023-03-31,E. Frankfurt,Bochum,1,1,t
3174,portugal,,13,2023,2023-03-31,Estoril,Gil Vicente,1,0,l
3175,spain,,13,2023,2023-03-31,Mallorca,Osasuna,0,0,t
3176,england,,13,2023,2023-04-01,Arsenal,Leeds Utd,4,1,l
3177,england,,13,2023,2023-04-01,Bournemouth,Fulham,2,1,l
3178,england,,13,2023,2023-04-01,Brighton,Brentford,3,3,t
3179,england,,13,2023,2023-04-01,Chelsea,Aston Villa,0,2,v
3180,england,,13,2023,2023-04-01,Crystal Palace,Leicester City,2,1,l
3181,england,,13,2023,2023-04-01,Manchester City,Liverpool,4,1,l
3182,england,,13,2023,2023-04-01,Nottm Forest,Wolverhampton,1,1,t
3183,france,,13,2023,2023-04-01,Auxerre,Troyes,1,0,l
3184,france,,13,2023,2023-04-01,Rennes,Lens,0,1,v
3185,germany,,13,2023,2023-04-01,Bayern Munich,Dortmund,4,2,l
3186,germany,,13,2023,2023-04-01,Freiburg,Hertha Berlin,1,1,t
3187,germany,,13,2023,2023-04-01,RB Leipzig,FSV Mainz,0,3,v
3188,germany,,13,2023,2023-04-01,Schalke 04,Leverkusen,0,3,v
3189,germany,,13,2023,2023-04-01,Union Berlin,Stuttgart,3,0,l
3190,germany,,13,2023,2023-04-01,Wolfsburg,FC Augsburg,2,2,t
3191,italy,,13,2023,2023-04-01,Cremonese,Atalanta,1,3,v
3192,italy,,13,2023,2023-04-01,Inter Milan,Fiorentina,0,1,v
3193,italy,,13,2023,2023-04-01,Juventus,Hellas Verona,1,0,l
3194,mexico,,13,2023,2023-04-01,Juarez,Puebla,0,2,v
3195,mexico,,13,2023,2023-04-01,Necaxa,Santos Laguna,0,0,t
3196,mexico,,13,2023,2023-04-01,Pachuca,Cruz Azul,0,2,v
3197,netherlands,,13,2023,2023-04-01,AZ Alkmaar,Heerenveen,1,1,t
3198,netherlands,,13,2023,2023-04-01,Cambuur,FC Emmen,1,2,v
3199,netherlands,,13,2023,2023-04-01,Excelsior,FC Twente,0,0,t
3200,netherlands,,13,2023,2023-04-01,NEC Nijmegen,PSV Eindhoven,2,4,v
3201,netherlands,,13,2023,2023-04-01,RKC Waalwijk,Vitesse Arnhem,1,0,l
3202,portugal,,13,2023,2023-04-01,Guimaraes,Pacos Ferreira,0,0,t
3203,portugal,,13,2023,2023-04-01,Sporting CP,Santa Clara,3,0,l
3204,portugal,,13,2023,2023-04-01,Vizela,Casa Pia,3,1,l
3205,spain,,13,2023,2023-04-01,Athletic Bilbao,Getafe,0,0,t
3206,spain,,13,2023,2023-04-01,Cadiz,Sevilla FC,0,2,v
3207,spain,,13,2023,2023-04-01,Elche,FC Barcelona,0,4,v
3208,spain,,13,2023,2023-04-01,Girona,Espanyol,2,1,l
3209,england,,13,2023,2023-04-02,Newcastle Utd,Manchester Utd,2,0,l
3210,england,,13,2023,2023-04-02,West Ham Utd,Southampton,1,0,l
3211,france,,13,2023,2023-04-02,Angers,Nice,1,1,t
3212,france,,13,2023,2023-04-02,Brest,Toulouse,3,1,l
3213,france,,13,2023,2023-04-02,Clermont,AC Ajaccio,2,1,l
3214,france,,13,2023,2023-04-02,Lille,Lorient,3,1,l
3215,france,,13,2023,2023-04-02,Monaco,Strasbourg,4,3,l
3216,france,,13,2023,2023-04-02,Nantes,Reims,0,3,v
3217,france,,13,2023,2023-04-02,Paris SG,Lyon,0,1,v
3218,germany,,13,2023,2023-04-02,FC Koln,Monchengladbach,0,0,t
3219,germany,,13,2023,2023-04-02,Werder Bremen,Hoffenheim,1,2,v
3220,italy,,13,2023,2023-04-02,AS Roma,Sampdoria,3,0,l
3221,italy,,13,2023,2023-04-02,Bologna,Udinese,3,0,l
3222,italy,,13,2023,2023-04-02,Monza,Lazio,0,2,v
3223,italy,,13,2023,2023-04-02,Napoli,AC Milan,0,4,v
3224,italy,,13,2023,2023-04-02,Spezia,Salernitana,1,1,t
3225,mexico,,13,2023,2023-04-02,A. San Luis,Mazatlan,2,1,l
3226,mexico,,13,2023,2023-04-02,Atlas,Guadalajara,3,3,t
3227,mexico,,13,2023,2023-04-02,CF America,Club Leon,2,2,t
3228,mexico,,13,2023,2023-04-02,Monterrey,Tijuana,4,0,l
3229,mexico,,13,2023,2023-04-02,Toluca,Tigres,3,2,l
3230,netherlands,,13,2023,2023-04-02,FC Utrecht,FC Volendam,0,0,t
3231,netherlands,,13,2023,2023-04-02,Fortuna Sittard,FC Groningen,3,1,l
3232,netherlands,,13,2023,2023-04-02,Go Ahead Eagles,Ajax Amsterdam,0,0,t
3233,netherlands,,13,2023,2023-04-02,Sparta,Feyenoord,1,3,v
3234,portugal,,13,2023,2023-04-02,Chaves,Sporting Braga,1,2,v
3235,portugal,,13,2023,2023-04-02,FC Porto,Portimonense,1,0,l
3236,portugal,,13,2023,2023-04-02,Maritimo,Boavista,4,2,l
3237,portugal,,13,2023,2023-04-02,Rio Ave,Benfica,0,1,v
3238,spain,,13,2023,2023-04-02,Atletico Madrid,Real Betis,1,0,l
3239,spain,,13,2023,2023-04-02,Celta Vigo,Almeria,2,2,t
3240,spain,,13,2023,2023-04-02,Real Madrid,Valladolid,6,0,l
3241,spain,,13,2023,2023-04-02,Villarreal,Real Sociedad,2,0,l
3242,england,,14,2023,2023-04-03,Everton,Tottenham,1,1,t
3243,italy,,14,2023,2023-04-03,Empoli,Lecce,1,0,l
3244,italy,,14,2023,2023-04-03,Sassuolo,Torino,1,1,t
3245,mexico,,14,2023,2023-04-03,Queretaro,Pumas UNAM,1,0,l
3246,portugal,,14,2023,2023-04-03,Famalicao,Arouca,0,1,v
3247,spain,,14,2023,2023-04-03,Valencia,Rayo Vallecano,1,1,t
3248,england,,14,2023,2023-04-04,Bournemouth,Brighton,0,2,v
3249,england,,14,2023,2023-04-04,Chelsea,Liverpool,0,0,t
3250,england,,14,2023,2023-04-04,Leeds Utd,Nottm Forest,2,1,l
3251,england,,14,2023,2023-04-04,Leicester City,Aston Villa,1,2,v
3252,england,,14,2023,2023-04-05,Manchester Utd,Brentford,1,0,l
3253,england,,14,2023,2023-04-05,West Ham Utd,Newcastle Utd,1,5,v
3254,portugal,,14,2023,2023-04-05,Gil Vicente,Sporting CP,0,0,t
3255,france,,14,2023,2023-04-07,Lens,Strasbourg,2,1,l
3256,italy,,14,2023,2023-04-07,AC Milan,Empoli,0,0,t
3257,italy,,14,2023,2023-04-07,Lecce,Napoli,1,2,v
3258,italy,,14,2023,2023-04-07,Salernitana,Inter Milan,1,1,t
3259,netherlands,,14,2023,2023-04-07,FC Groningen,FC Utrecht,1,2,v
3260,portugal,,14,2023,2023-04-07,Benfica,FC Porto,1,2,v
3261,portugal,,14,2023,2023-04-07,Boavista,Guimaraes,2,1,l
3262,portugal,,14,2023,2023-04-07,Santa Clara,Vizela,0,1,v
3263,spain,,14,2023,2023-04-07,Sevilla FC,Celta Vigo,2,2,t
3264,england,,14,2023,2023-04-08,Aston Villa,Nottm Forest,2,0,l
3265,england,,14,2023,2023-04-08,Brentford,Newcastle Utd,1,2,v
3266,england,,14,2023,2023-04-08,Fulham,West Ham Utd,0,1,v
3267,england,,14,2023,2023-04-08,Leicester City,Bournemouth,0,1,v
3268,england,,14,2023,2023-04-08,Manchester Utd,Everton,2,0,l
3269,england,,14,2023,2023-04-08,Southampton,Manchester City,1,4,v
3270,england,,14,2023,2023-04-08,Tottenham,Brighton,2,1,l
3271,england,,14,2023,2023-04-08,Wolverhampton,Chelsea,1,0,l
3272,france,,14,2023,2023-04-08,Angers,Lille,1,0,l
3273,france,,14,2023,2023-04-08,Nice,Paris SG,0,2,v
3274,germany,,14,2023,2023-04-08,Dortmund,Union Berlin,2,1,l
3275,germany,,14,2023,2023-04-08,FC Augsburg,FC Koln,1,3,v
3276,germany,,14,2023,2023-04-08,Freiburg,Bayern Munich,0,1,v
3277,germany,,14,2023,2023-04-08,FSV Mainz,Werder Bremen,2,2,t
3278,germany,,14,2023,2023-04-08,Hertha Berlin,RB Leipzig,0,1,v
3279,germany,,14,2023,2023-04-08,Leverkusen,E. Frankfurt,3,1,l
3280,italy,,14,2023,2023-04-08,Atalanta,Bologna,0,2,v
3281,italy,,14,2023,2023-04-08,Fiorentina,Spezia,1,1,t
3282,italy,,14,2023,2023-04-08,Hellas Verona,Sassuolo,2,1,l
3283,italy,,14,2023,2023-04-08,Lazio,Juventus,2,1,l
3284,italy,,14,2023,2023-04-08,Sampdoria,Cremonese,2,3,v
3285,italy,,14,2023,2023-04-08,Torino,AS Roma,0,1,v
3286,italy,,14,2023,2023-04-08,Udinese,Monza,2,2,t
3287,mexico,,14,2023,2023-04-08,Guadalajara,Necaxa,1,0,l
3288,mexico,,14,2023,2023-04-08,Puebla,Toluca,1,2,v
3289,mexico,,14,2023,2023-04-08,Tijuana,Queretaro,1,2,v
3290,netherlands,,14,2023,2023-04-08,AZ Alkmaar,Sparta,0,1,v
3291,netherlands,,14,2023,2023-04-08,Heerenveen,FC Volendam,2,1,l
3292,netherlands,,14,2023,2023-04-08,PSV Eindhoven,Excelsior,4,0,l
3293,netherlands,,14,2023,2023-04-08,Vitesse Arnhem,Go Ahead Eagles,2,0,l
3294,portugal,,14,2023,2023-04-08,Arouca,Maritimo,1,0,l
3295,portugal,,14,2023,2023-04-08,Pacos Ferreira,Famalicao,1,3,v
3296,portugal,,14,2023,2023-04-08,Portimonense,Rio Ave,2,2,t
3297,portugal,,14,2023,2023-04-08,Sporting Braga,Estoril,4,1,l
3298,spain,,14,2023,2023-04-08,Espanyol,Athletic Bilbao,1,2,v
3299,spain,,14,2023,2023-04-08,Osasuna,Elche,2,1,l
3300,spain,,14,2023,2023-04-08,Real Madrid,Villarreal,2,3,v
3301,spain,,14,2023,2023-04-08,Real Sociedad,Getafe,2,0,l
3302,england,,14,2023,2023-04-09,Leeds Utd,Crystal Palace,1,5,v
3303,england,,14,2023,2023-04-09,Liverpool,Arsenal,2,2,t
3304,france,,14,2023,2023-04-09,AC Ajaccio,Auxerre,0,3,v
3305,france,,14,2023,2023-04-09,Lorient,Marseille,0,0,t
3306,france,,14,2023,2023-04-09,Lyon,Rennes,3,1,l
3307,france,,14,2023,2023-04-09,Montpellier,Toulouse,1,2,v
3308,france,,14,2023,2023-04-09,Nantes,Monaco,2,2,t
3309,france,,14,2023,2023-04-09,Reims,Brest,1,1,t
3310,france,,14,2023,2023-04-09,Troyes,Clermont,0,2,v
3311,germany,,14,2023,2023-04-09,Bochum,Stuttgart,2,3,v
3312,germany,,14,2023,2023-04-09,Hoffenheim,Schalke 04,2,0,l
3313,germany,,14,2023,2023-04-09,Monchengladbach,Wolfsburg,2,0,l
3314,mexico,,14,2023,2023-04-09,CF America,Monterrey,2,1,l
3315,mexico,,14,2023,2023-04-09,Club Leon,Cruz Azul,0,0,t
3316,mexico,,14,2023,2023-04-09,Pumas UNAM,A. San Luis,3,1,l
3317,mexico,,14,2023,2023-04-09,Tigres,Mazatlan,1,2,v
3318,netherlands,,14,2023,2023-04-09,Ajax Amsterdam,Fortuna Sittard,4,0,l
3319,netherlands,,14,2023,2023-04-09,FC Emmen,NEC Nijmegen,0,0,t
3320,netherlands,,14,2023,2023-04-09,FC Twente,Cambuur,4,0,l
3321,netherlands,,14,2023,2023-04-09,Feyenoord,RKC Waalwijk,5,1,l
3322,portugal,,14,2023,2023-04-09,Casa Pia,Sporting CP,3,4,v
3323,spain,,14,2023,2023-04-09,Almeria,Valencia,2,1,l
3324,spain,,14,2023,2023-04-09,Rayo Vallecano,Atletico Madrid,1,2,v
3325,spain,,14,2023,2023-04-09,Real Betis,Cadiz,0,2,v
3326,spain,,14,2023,2023-04-09,Valladolid,Mallorca,3,3,t
3327,mexico,,15,2023,2023-04-10,Juarez,Atlas,1,1,t
3328,mexico,,15,2023,2023-04-10,Santos Laguna,Pachuca,1,4,v
3329,portugal,,15,2023,2023-04-10,Gil Vicente,Chaves,0,0,t
3330,spain,,15,2023,2023-04-10,FC Barcelona,Girona,0,0,t
3331,france,,15,2023,2023-04-14,Toulouse,Lyon,1,2,v
3332,germany,,15,2023,2023-04-14,Schalke 04,Hertha Berlin,5,2,l
3333,italy,,15,2023,2023-04-14,Cremonese,Empoli,1,0,l
3334,italy,,15,2023,2023-04-14,Spezia,Lazio,0,3,v
3335,mexico,,15,2023,2023-04-14,A. San Luis,Juarez,2,0,l
3336,netherlands,,15,2023,2023-04-14,Excelsior,Go Ahead Eagles,2,1,l
3337,portugal,,15,2023,2023-04-14,Famalicao,Guimaraes,2,1,l
3338,spain,,15,2023,2023-04-14,Rayo Vallecano,Osasuna,2,1,l
3339,england,,15,2023,2023-04-15,Aston Villa,Newcastle Utd,3,0,l
3340,england,,15,2023,2023-04-15,Chelsea,Brighton,1,2,v
3341,england,,15,2023,2023-04-15,Everton,Fulham,1,3,v
3342,england,,15,2023,2023-04-15,Manchester City,Leicester City,3,1,l
3343,england,,15,2023,2023-04-15,Southampton,Crystal Palace,0,2,v
3344,england,,15,2023,2023-04-15,Tottenham,Bournemouth,2,3,v
3345,england,,15,2023,2023-04-15,Wolverhampton,Brentford,2,0,l
3346,france,,15,2023,2023-04-15,Paris SG,Lens,3,1,l
3347,france,,15,2023,2023-04-15,Rennes,Reims,3,0,l
3348,germany,,15,2023,2023-04-15,Bayern Munich,Hoffenheim,1,1,t
3349,germany,,15,2023,2023-04-15,E. Frankfurt,Monchengladbach,1,1,t
3350,germany,,15,2023,2023-04-15,FC Koln,FSV Mainz,1,1,t
3351,germany,,15,2023,2023-04-15,RB Leipzig,FC Augsburg,3,2,l
3352,germany,,15,2023,2023-04-15,Stuttgart,Dortmund,3,3,t
3353,italy,,15,2023,2023-04-15,Bologna,AC Milan,1,1,t
3354,italy,,15,2023,2023-04-15,Inter Milan,Monza,0,1,v
3355,italy,,15,2023,2023-04-15,Napoli,Hellas Verona,0,0,t
3356,mexico,,15,2023,2023-04-15,Atlas,Pachuca,4,1,l
3357,mexico,,15,2023,2023-04-15,Mazatlan,Tijuana,1,2,v
3358,mexico,,15,2023,2023-04-15,Necaxa,Puebla,1,1,t
3359,netherlands,,15,2023,2023-04-15,RKC Waalwijk,FC Groningen,2,1,l
3360,netherlands,,15,2023,2023-04-15,Sparta,Heerenveen,4,0,l
3361,portugal,,15,2023,2023-04-15,Chaves,Benfica,1,0,l
3362,portugal,,15,2023,2023-04-15,Estoril,Portimonense,0,1,v
3363,portugal,,15,2023,2023-04-15,FC Porto,Santa Clara,2,1,l
3364,portugal,,15,2023,2023-04-15,Maritimo,Pacos Ferreira,3,1,l
3365,spain,,15,2023,2023-04-15,Athletic Bilbao,Real Sociedad,2,0,l
3366,spain,,15,2023,2023-04-15,Cadiz,Real Madrid,0,2,v
3367,spain,,15,2023,2023-04-15,Real Betis,Espanyol,3,1,l
3368,spain,,15,2023,2023-04-15,Villarreal,Valladolid,1,2,v
3369,england,,15,2023,2023-04-16,Nottm Forest,Manchester Utd,0,2,v
3370,england,,15,2023,2023-04-16,West Ham Utd,Arsenal,2,2,t
3371,france,,15,2023,2023-04-16,Auxerre,Nantes,2,1,l
3372,france,,15,2023,2023-04-16,Brest,Nice,1,0,l
3373,france,,15,2023,2023-04-16,Clermont,Angers,2,1,l
3374,france,,15,2023,2023-04-16,Lille,Montpellier,2,1,l
3375,france,,15,2023,2023-04-16,Marseille,Troyes,3,1,l
3376,france,,15,2023,2023-04-16,Monaco,Lorient,3,1,l
3377,france,,15,2023,2023-04-16,Strasbourg,AC Ajaccio,3,1,l
3378,germany,,15,2023,2023-04-16,Union Berlin,Bochum,1,1,t
3379,germany,,15,2023,2023-04-16,Werder Bremen,Freiburg,1,2,v
3380,germany,,15,2023,2023-04-16,Wolfsburg,Leverkusen,0,0,t
3381,italy,,15,2023,2023-04-16,AS Roma,Udinese,3,0,l
3382,italy,,15,2023,2023-04-16,Lecce,Sampdoria,1,1,t
3383,italy,,15,2023,2023-04-16,Sassuolo,Juventus,1,0,l
3384,italy,,15,2023,2023-04-16,Torino,Salernitana,1,1,t
3385,mexico,,15,2023,2023-04-16,Club Leon,Guadalajara,0,2,v
3386,mexico,,15,2023,2023-04-16,Cruz Azul,CF America,1,3,v
3387,mexico,,15,2023,2023-04-16,Pumas UNAM,Toluca,3,1,l
3388,mexico,,15,2023,2023-04-16,Queretaro,Tigres,0,0,t
3389,netherlands,,15,2023,2023-04-16,Ajax Amsterdam,FC Emmen,3,1,l
3390,netherlands,,15,2023,2023-04-16,Cambuur,Feyenoord,0,3,v
3391,netherlands,,15,2023,2023-04-16,FC Utrecht,FC Twente,1,0,l
3392,netherlands,,15,2023,2023-04-16,FC Volendam,PSV Eindhoven,2,3,v
3393,netherlands,,15,2023,2023-04-16,Fortuna Sittard,AZ Alkmaar,0,3,v
3394,netherlands,,15,2023,2023-04-16,NEC Nijmegen,Vitesse Arnhem,1,4,v
3395,portugal,,15,2023,2023-04-16,Rio Ave,Casa Pia,1,1,t
3396,portugal,,15,2023,2023-04-16,Sporting Braga,Gil Vicente,1,0,l
3397,portugal,,15,2023,2023-04-16,Sporting CP,Arouca,1,1,t
3398,spain,,15,2023,2023-04-16,Atletico Madrid,Almeria,2,1,l
3399,spain,,15,2023,2023-04-16,Getafe,FC Barcelona,0,0,t
3400,spain,,15,2023,2023-04-16,Girona,Elche,2,0,l
3401,spain,,15,2023,2023-04-16,Valencia,Sevilla FC,0,2,v
3402,england,,16,2023,2023-04-17,Leeds Utd,Liverpool,1,6,v
3403,italy,,16,2023,2023-04-17,Fiorentina,Atalanta,1,1,t
3404,mexico,,16,2023,2023-04-17,Monterrey,Santos Laguna,1,2,v
3405,portugal,,16,2023,2023-04-17,Vizela,Boavista,1,1,t
3406,spain,,16,2023,2023-04-17,Celta Vigo,Mallorca,0,1,v
3407,netherlands,,16,2023,2023-04-19,Go Ahead Eagles,RKC Waalwijk,3,2,l
3408,england,,16,2023,2023-04-21,Arsenal,Southampton,3,3,t
3409,england,,16,2023,2023-04-21,Manchester Utd,Chelsea,,,
3410,france,,16,2023,2023-04-21,Angers,Paris SG,1,2,v
3411,germany,,16,2023,2023-04-21,FC Augsburg,Stuttgart,1,1,t
3412,italy,,16,2023,2023-04-21,Hellas Verona,Bologna,2,1,l
3413,mexico,,16,2023,2023-04-21,Tigres,Puebla,1,0,l
3414,netherlands,,16,2023,2023-04-21,FC Volendam,Cambuur,2,0,l
