,League,Round,Week,Year,Date,Local,Visitor,Goalslocal,Goalsvisitor,Result
378,netherlands,,7,2022,2022-02-19,Willem II,Ajax Amsterdam,0,1,v
379,portugal,,7,2022,2022-02-19,Gil Vicente,Belenenses,2,0,l
380,portugal,,7,2022,2022-02-19,Guimaraes,Arouca,1,3,v
381,portugal,,7,2022,2022-02-19,Pacos Ferreira,Vizela,2,1,l
382,spain,,7,2022,2022-02-19,Cadiz,Getafe,1,1,t
383,spain,,7,2022,2022-02-19,Granada,Villarreal,1,4,v
384,spain,,7,2022,2022-02-19,Osasuna,Atletico Madrid,0,3,v
385,spain,,7,2022,2022-02-19,Real Madrid,Alaves,3,0,l
386,england,,7,2022,2022-02-20,Leeds Utd,Manchester Utd,2,4,v
387,england,,7,2022,2022-02-20,Wolverhampton,Leicester City,2,1,l
388,france,,7,2022,2022-02-20,Bordeaux,Monaco,1,1,t
389,france,,7,2022,2022-02-20,Lorient,Montpellier,0,1,v
390,france,,7,2022,2022-02-20,Marseille,Clermont,0,2,v
391,france,,7,2022,2022-02-20,Nice,Angers,1,0,l
392,france,,7,2022,2022-02-20,Reims,Brest,1,1,t
393,france,,7,2022,2022-02-20,Rennes,Troyes,4,1,l
394,france,,7,2022,2022-02-20,Saint-Etienne,Strasbourg,2,2,t
395,germany,,7,2022,2022-02-20,Bayern Munich,Greuther Furth,4,1,l
396,germany,,7,2022,2022-02-20,Dortmund,Monchengladbach,6,0,l
397,germany,,7,2022,2022-02-20,Hertha Berlin,RB Leipzig,1,6,v
398,italy,,7,2022,2022-02-20,Fiorentina,Atalanta,1,0,l
399,italy,,7,2022,2022-02-20,Inter Milan,Sassuolo,0,2,v
400,italy,,7,2022,2022-02-20,Udinese,Lazio,1,1,t
401,italy,,7,2022,2022-02-20,Venezia,Genoa,1,1,t
402,netherlands,,7,2022,2022-02-20,FC Twente,Go Ahead Eagles,2,2,t
403,netherlands,,7,2022,2022-02-20,FC Utrecht,Vitesse Arnhem,1,1,t
404,netherlands,,7,2022,2022-02-20,Feyenoord,Cambuur,3,1,l
405,netherlands,,7,2022,2022-02-20,PEC Zwolle,FC Groningen,1,1,t
406,netherlands,,7,2022,2022-02-20,PSV Eindhoven,Heerenveen,3,1,l
407,portugal,,7,2022,2022-02-20,Maritimo,Famalicao,0,1,v
408,portugal,,7,2022,2022-02-20,Moreirense,FC Porto,0,1,v
409,portugal,,7,2022,2022-02-20,Sporting CP,Estoril,3,0,l
410,portugal,,7,2022,2022-02-20,Tondela,Sporting Braga,0,1,v
411,spain,,7,2022,2022-02-20,Athletic Bilbao,Real Sociedad,4,0,l
412,spain,,7,2022,2022-02-20,Espanyol,Sevilla FC,1,1,t
413,spain,,7,2022,2022-02-20,Real Betis,Mallorca,2,1,l
414,spain,,7,2022,2022-02-20,Valencia,FC Barcelona,1,4,v
415,italy,,8,2022,2022-02-21,Bologna,Spezia,2,1,l
416,italy,,8,2022,2022-02-21,Cagliari,Napoli,1,1,t
417,portugal,,8,2022,2022-02-21,Santa Clara,Portimonense,1,1,t
418,spain,,8,2022,2022-02-21,Celta Vigo,Levante,1,1,t
419,england,,8,2022,2022-02-23,Burnley,Tottenham,1,0,l
420,england,,8,2022,2022-02-23,Liverpool,Leeds Utd,6,0,l
421,england,,8,2022,2022-02-23,Watford,Crystal Palace,1,4,v
422,england,,8,2022,2022-02-24,Arsenal,Wolverhampton,2,1,l
423,england,,8,2022,2022-02-25,Southampton,Norwich City,2,0,l
424,france,,8,2022,2022-02-25,Montpellier,Rennes,2,4,v
425,germany,,8,2022,2022-02-25,Hoffenheim,Stuttgart,2,1,l
426,italy,,8,2022,2022-02-25,AC Milan,Udinese,1,1,t
427,italy,,8,2022,2022-02-25,Genoa,Inter Milan,0,0,t
428,netherlands,,8,2022,2022-02-25,RKC Waalwijk,FC Twente,1,2,v
429,portugal,,8,2022,2022-02-25,Belenenses,Pacos Ferreira,0,2,v
430,spain,,8,2022,2022-02-25,Levante,Elche,3,0,l
431,england,,8,2022,2022-02-26,Brentford,Newcastle Utd,0,2,v
432,england,,8,2022,2022-02-26,Brighton,Aston Villa,0,2,v
433,england,,8,2022,2022-02-26,Crystal Palace,Burnley,1,1,t
434,england,,8,2022,2022-02-26,Everton,Manchester City,0,1,v
435,england,,8,2022,2022-02-26,Leeds Utd,Tottenham,0,4,v
436,england,,8,2022,2022-02-26,Manchester Utd,Watford,0,0,t
437,france,,8,2022,2022-02-26,Paris SG,Saint-Etienne,3,1,l
438,france,,8,2022,2022-02-26,Strasbourg,Nice,0,0,t
439,germany,,8,2022,2022-02-26,E. Frankfurt,Bayern Munich,0,1,v
440,germany,,8,2022,2022-02-26,Freiburg,Hertha Berlin,3,0,l
441,germany,,8,2022,2022-02-26,Greuther Furth,FC Koln,1,1,t
442,germany,,8,2022,2022-02-26,Leverkusen,Bielefeld,3,0,l
443,germany,,8,2022,2022-02-26,Monchengladbach,Wolfsburg,2,2,t
444,germany,,8,2022,2022-02-26,Union Berlin,FSV Mainz,3,1,l
445,italy,,8,2022,2022-02-26,Empoli,Juventus,2,3,v
446,italy,,8,2022,2022-02-26,Salernitana,Bologna,1,1,t
447,italy,,8,2022,2022-02-26,Sassuolo,Fiorentina,2,1,l
448,netherlands,,8,2022,2022-02-26,Cambuur,Fortuna Sittard,2,1,l
449,netherlands,,8,2022,2022-02-26,FC Groningen,Willem II,1,0,l
450,netherlands,,8,2022,2022-02-26,Heracles Almelo,PEC Zwolle,2,0,l
451,portugal,,8,2022,2022-02-26,Arouca,Moreirense,1,1,t
452,portugal,,8,2022,2022-02-26,Famalicao,Tondela,2,1,l
453,portugal,,8,2022,2022-02-26,Maritimo,Sporting CP,1,1,t
454,spain,,8,2022,2022-02-26,Atletico Madrid,Celta Vigo,2,0,l
455,spain,,8,2022,2022-02-26,Getafe,Alaves,2,2,t
456,spain,,8,2022,2022-02-26,Mallorca,Valencia,0,1,v
457,spain,,8,2022,2022-02-26,Rayo Vallecano,Real Madrid,0,1,v
458,england,,8,2022,2022-02-27,West Ham Utd,Wolverhampton,1,0,l
459,france,,8,2022,2022-02-27,Angers,Lens,1,2,v
460,france,,8,2022,2022-02-27,Brest,Lorient,0,1,v
461,france,,8,2022,2022-02-27,Clermont,Bordeaux,1,1,t
462,france,,8,2022,2022-02-27,Lyon,Lille,0,1,v
463,france,,8,2022,2022-02-27,Metz,Nantes,0,0,t
464,france,,8,2022,2022-02-27,Monaco,Reims,1,2,v
465,france,,8,2022,2022-02-27,Troyes,Marseille,1,1,t
466,germany,,8,2022,2022-02-27,Bochum,RB Leipzig,0,1,v
467,germany,,8,2022,2022-02-27,FC Augsburg,Dortmund,1,1,t
468,italy,,8,2022,2022-02-27,Hellas Verona,Venezia,3,1,l
469,italy,,8,2022,2022-02-27,Lazio,Napoli,1,2,v
470,italy,,8,2022,2022-02-27,Spezia,AS Roma,0,1,v
471,italy,,8,2022,2022-02-27,Torino,Cagliari,1,2,v
472,netherlands,,8,2022,2022-02-27,AZ Alkmaar,Feyenoord,2,1,l
473,netherlands,,8,2022,2022-02-27,Go Ahead Eagles,Ajax Amsterdam,2,1,l
474,netherlands,,8,2022,2022-02-27,Heerenveen,FC Utrecht,1,2,v
475,netherlands,,8,2022,2022-02-27,Sparta,PSV Eindhoven,1,2,v
476,netherlands,,8,2022,2022-02-27,Vitesse Arnhem,NEC Nijmegen,4,1,l
477,portugal,,8,2022,2022-02-27,Benfica,Guimaraes,3,0,l
478,portugal,,8,2022,2022-02-27,Estoril,Boavista,2,3,v
479,portugal,,8,2022,2022-02-27,FC Porto,Gil Vicente,1,1,t
480,portugal,,8,2022,2022-02-27,Vizela,Portimonense,1,1,t
481,spain,,8,2022,2022-02-27,FC Barcelona,Athletic Bilbao,4,0,l
482,spain,,8,2022,2022-02-27,Real Sociedad,Osasuna,1,0,l
483,spain,,8,2022,2022-02-27,Sevilla FC,Real Betis,2,1,l
484,spain,,8,2022,2022-02-27,Villarreal,Espanyol,5,1,l
485,italy,,9,2022,2022-02-28,Atalanta,Sampdoria,4,0,l
486,portugal,,9,2022,2022-02-28,Sporting Braga,Santa Clara,0,0,t
487,spain,,9,2022,2022-02-28,Granada,Cadiz,0,0,t
488,england,,9,2022,2022-03-01,Burnley,Leicester City,0,2,v
489,spain,,9,2022,2022-03-02,Mallorca,Real Sociedad,0,2,v
490,france,,9,2022,2022-03-04,Lorient,Lyon,1,4,v
491,germany,,9,2022,2022-03-04,Bielefeld,FC Augsburg,0,1,v
492,italy,,9,2022,2022-03-04,Inter Milan,Salernitana,5,0,l
493,portugal,,9,2022,2022-03-04,Gil Vicente,Estoril,0,0,t
494,spain,,9,2022,2022-03-04,Alaves,Sevilla FC,0,0,t
495,england,,9,2022,2022-03-05,Aston Villa,Southampton,4,0,l
496,england,,9,2022,2022-03-05,Burnley,Chelsea,0,4,v
497,england,,9,2022,2022-03-05,Leicester City,Leeds Utd,1,0,l
498,england,,9,2022,2022-03-05,Liverpool,West Ham Utd,1,0,l
499,england,,9,2022,2022-03-05,Newcastle Utd,Brighton,2,1,l
500,england,,9,2022,2022-03-05,Norwich City,Brentford,1,3,v
501,england,,9,2022,2022-03-05,Wolverhampton,Crystal Palace,0,2,v
502,france,,9,2022,2022-03-05,Lens,Brest,0,1,v
503,france,,9,2022,2022-03-05,Nice,Paris SG,1,0,l
504,germany,,9,2022,2022-03-05,Bayern Munich,Leverkusen,1,1,t
505,germany,,9,2022,2022-03-05,Bochum,Greuther Furth,2,1,l
506,germany,,9,2022,2022-03-05,Hertha Berlin,E. Frankfurt,1,4,v
507,germany,,9,2022,2022-03-05,RB Leipzig,Freiburg,1,1,t
508,germany,,9,2022,2022-03-05,Stuttgart,Monchengladbach,3,2,l
509,germany,,9,2022,2022-03-05,Wolfsburg,Union Berlin,1,0,l
510,italy,,9,2022,2022-03-05,AS Roma,Atalanta,1,0,l
511,italy,,9,2022,2022-03-05,Cagliari,Lazio,0,3,v
512,italy,,9,2022,2022-03-05,Udinese,Sampdoria,2,1,l
513,netherlands,,9,2022,2022-03-05,Feyenoord,FC Groningen,1,1,t
514,netherlands,,9,2022,2022-03-05,Go Ahead Eagles,FC Utrecht,1,1,t
515,netherlands,,9,2022,2022-03-05,Willem II,Heerenveen,0,0,t
516,portugal,,9,2022,2022-03-05,Boavista,Sporting Braga,1,1,t
517,portugal,,9,2022,2022-03-05,Portimonense,Benfica,1,2,v
518,portugal,,9,2022,2022-03-05,Sporting CP,Arouca,2,0,l
519,spain,,9,2022,2022-03-05,Espanyol,Getafe,2,0,l
520,spain,,9,2022,2022-03-05,Osasuna,Villarreal,1,0,l
521,spain,,9,2022,2022-03-05,Real Madrid,Real Sociedad,4,1,l
522,spain,,9,2022,2022-03-05,Valencia,Granada,3,1,l
523,england,,9,2022,2022-03-06,Manchester City,Manchester Utd,4,1,l
524,england,,9,2022,2022-03-06,Watford,Arsenal,2,3,v
525,france,,9,2022,2022-03-06,Bordeaux,Troyes,0,2,v
526,france,,9,2022,2022-03-06,Lille,Clermont,4,0,l
527,france,,9,2022,2022-03-06,Marseille,Monaco,0,1,v
528,france,,9,2022,2022-03-06,Nantes,Montpellier,2,0,l
529,france,,9,2022,2022-03-06,Reims,Strasbourg,1,1,t
530,france,,9,2022,2022-03-06,Rennes,Angers,2,0,l
531,france,,9,2022,2022-03-06,Saint-Etienne,Metz,1,0,l
532,germany,,9,2022,2022-03-06,FC Koln,Hoffenheim,0,1,v
533,italy,,9,2022,2022-03-06,Bologna,Torino,0,0,t
534,italy,,9,2022,2022-03-06,Fiorentina,Hellas Verona,1,1,t
535,italy,,9,2022,2022-03-06,Genoa,Empoli,0,0,t
536,italy,,9,2022,2022-03-06,Juventus,Spezia,1,0,l
537,italy,,9,2022,2022-03-06,Napoli,AC Milan,0,1,v
538,italy,,9,2022,2022-03-06,Venezia,Sassuolo,1,4,v
539,netherlands,,9,2022,2022-03-06,Ajax Amsterdam,RKC Waalwijk,3,2,l
540,netherlands,,9,2022,2022-03-06,FC Twente,Cambuur,1,0,l
541,netherlands,,9,2022,2022-03-06,Fortuna Sittard,PEC Zwolle,0,1,v
542,netherlands,,9,2022,2022-03-06,NEC Nijmegen,AZ Alkmaar,1,3,v
543,netherlands,,9,2022,2022-03-06,PSV Eindhoven,Heracles Almelo,3,1,l
544,portugal,,9,2022,2022-03-06,Guimaraes,Famalicao,2,1,l
545,portugal,,9,2022,2022-03-06,Moreirense,Maritimo,0,1,v
546,portugal,,9,2022,2022-03-06,Pacos Ferreira,FC Porto,2,4,v
547,portugal,,9,2022,2022-03-06,Santa Clara,Vizela,3,1,l
548,spain,,9,2022,2022-03-06,Cadiz,Rayo Vallecano,2,0,l
549,spain,,9,2022,2022-03-06,Celta Vigo,Mallorca,4,3,l
550,spain,,9,2022,2022-03-06,Elche,FC Barcelona,1,2,v
551,spain,,9,2022,2022-03-06,Real Betis,Atletico Madrid,1,3,v
552,england,,10,2022,2022-03-07,Tottenham,Everton,5,0,l
553,portugal,,10,2022,2022-03-07,Tondela,Belenenses,1,1,t
554,spain,,10,2022,2022-03-07,Athletic Bilbao,Levante,3,1,l
555,england,,10,2022,2022-03-10,Leeds Utd,Aston Villa,0,3,v
556,england,,10,2022,2022-03-10,Norwich City,Chelsea,1,3,v
557,england,,10,2022,2022-03-10,Southampton,Newcastle Utd,1,2,v
558,england,,10,2022,2022-03-10,Wolverhampton,Watford,4,0,l
559,france,,10,2022,2022-03-11,Lille,Saint-Etienne,0,0,t
560,netherlands,,10,2022,2022-03-11,Cambuur,Ajax Amsterdam,2,3,v
561,portugal,,10,2022,2022-03-11,Benfica,Vizela,1,1,t
562,spain,,10,2022,2022-03-11,Atletico Madrid,Cadiz,2,1,l
563,england,,10,2022,2022-03-12,Brentford,Burnley,2,0,l
564,england,,10,2022,2022-03-12,Brighton,Liverpool,0,2,v
565,england,,10,2022,2022-03-12,Manchester Utd,Tottenham,3,2,l
566,france,,10,2022,2022-03-12,Montpellier,Nice,0,0,t
567,france,,10,2022,2022-03-12,Troyes,Nantes,1,0,l
568,germany,,10,2022,2022-03-12,Freiburg,Wolfsburg,3,2,l
569,germany,,10,2022,2022-03-12,Hoffenheim,Bayern Munich,1,1,t
570,germany,,10,2022,2022-03-12,Monchengladbach,Hertha Berlin,2,0,l
571,germany,,10,2022,2022-03-12,Union Berlin,Stuttgart,1,1,t
572,italy,,10,2022,2022-03-12,AC Milan,Empoli,1,0,l
573,italy,,10,2022,2022-03-12,Salernitana,Sassuolo,2,2,t
574,italy,,10,2022,2022-03-12,Sampdoria,Juventus,1,3,v
575,italy,,10,2022,2022-03-12,Spezia,Cagliari,2,0,l
576,netherlands,,10,2022,2022-03-12,FC Groningen,NEC Nijmegen,4,3,l
577,netherlands,,10,2022,2022-03-12,RKC Waalwijk,Heerenveen,0,0,t
578,netherlands,,10,2022,2022-03-12,Sparta,Go Ahead Eagles,1,0,l
579,portugal,,10,2022,2022-03-12,Arouca,Pacos Ferreira,0,1,v
580,portugal,,10,2022,2022-03-12,Belenenses,Boavista,0,0,t
581,portugal,,10,2022,2022-03-12,Estoril,Portimonense,2,0,l
582,portugal,,10,2022,2022-03-12,Famalicao,Santa Clara,0,0,t
583,spain,,10,2022,2022-03-12,Getafe,Valencia,0,0,t
584,spain,,10,2022,2022-03-12,Granada,Elche,0,1,v
585,spain,,10,2022,2022-03-12,Levante,Espanyol,1,1,t
586,spain,,10,2022,2022-03-12,Villarreal,Celta Vigo,1,0,l
587,england,,10,2022,2022-03-13,Arsenal,Leicester City,2,0,l
588,england,,10,2022,2022-03-13,Chelsea,Newcastle Utd,1,0,l
589,england,,10,2022,2022-03-13,Everton,Wolverhampton,0,1,v
590,england,,10,2022,2022-03-13,Leeds Utd,Norwich City,2,1,l
591,england,,10,2022,2022-03-13,Southampton,Watford,1,2,v
592,england,,10,2022,2022-03-13,West Ham Utd,Aston Villa,2,1,l
593,france,,10,2022,2022-03-13,Angers,Reims,0,1,v
594,france,,10,2022,2022-03-13,Brest,Marseille,1,4,v
595,france,,10,2022,2022-03-13,Clermont,Lorient,0,2,v
596,france,,10,2022,2022-03-13,Lyon,Rennes,2,4,v
597,france,,10,2022,2022-03-13,Metz,Lens,0,0,t
598,france,,10,2022,2022-03-13,Paris SG,Bordeaux,3,0,l
599,france,,10,2022,2022-03-13,Strasbourg,Monaco,1,0,l
600,germany,,10,2022,2022-03-13,Dortmund,Bielefeld,1,0,l
601,germany,,10,2022,2022-03-13,E. Frankfurt,Bochum,2,1,l
602,germany,,10,2022,2022-03-13,Greuther Furth,RB Leipzig,1,6,v
603,germany,,10,2022,2022-03-13,Leverkusen,FC Koln,0,1,v
604,italy,,10,2022,2022-03-13,Atalanta,Genoa,0,0,t
605,italy,,10,2022,2022-03-13,Fiorentina,Bologna,1,0,l
606,italy,,10,2022,2022-03-13,Hellas Verona,Napoli,1,2,v
607,italy,,10,2022,2022-03-13,Torino,Inter Milan,1,1,t
608,italy,,10,2022,2022-03-13,Udinese,AS Roma,1,1,t
609,netherlands,,10,2022,2022-03-13,AZ Alkmaar,FC Twente,0,1,v
610,netherlands,,10,2022,2022-03-13,FC Utrecht,PSV Eindhoven,0,1,v
611,netherlands,,10,2022,2022-03-13,Fortuna Sittard,Willem II,1,0,l
612,netherlands,,10,2022,2022-03-13,Heracles Almelo,Vitesse Arnhem,0,0,t
613,netherlands,,10,2022,2022-03-13,PEC Zwolle,Feyenoord,1,2,v
614,portugal,,10,2022,2022-03-13,FC Porto,Tondela,4,0,l
615,portugal,,10,2022,2022-03-13,Maritimo,Guimaraes,0,1,v
616,portugal,,10,2022,2022-03-13,Sporting Braga,Gil Vicente,0,1,v
617,spain,,10,2022,2022-03-13,FC Barcelona,Osasuna,4,0,l
618,spain,,10,2022,2022-03-13,Rayo Vallecano,Sevilla FC,1,1,t
619,spain,,10,2022,2022-03-13,Real Betis,Athletic Bilbao,1,0,l
620,spain,,10,2022,2022-03-13,Real Sociedad,Alaves,1,0,l
621,england,,11,2022,2022-03-14,Crystal Palace,Manchester City,0,0,t
622,italy,,11,2022,2022-03-14,Lazio,Venezia,1,0,l
623,portugal,,11,2022,2022-03-14,Moreirense,Sporting CP,0,2,v
624,spain,,11,2022,2022-03-14,Mallorca,Real Madrid,0,3,v
625,england,,11,2022,2022-03-16,Arsenal,Liverpool,0,2,v
626,england,,11,2022,2022-03-16,Brighton,Tottenham,0,2,v
627,germany,,11,2022,2022-03-16,FSV Mainz,Dortmund,0,1,v
628,england,,11,2022,2022-03-17,Everton,Newcastle Utd,1,0,l
629,england,,11,2022,2022-03-18,Wolverhampton,Leeds Utd,2,3,v
630,france,,11,2022,2022-03-18,Saint-Etienne,Troyes,1,1,t
631,germany,,11,2022,2022-03-18,Bochum,Monchengladbach,0,2,v
632,italy,,11,2022,2022-03-18,Genoa,Torino,1,0,l
633,italy,,11,2022,2022-03-18,Sassuolo,Spezia,4,1,l
634,netherlands,,11,2022,2022-03-18,Heerenveen,Heracles Almelo,2,0,l
635,portugal,,11,2022,2022-03-18,Vizela,Famalicao,1,1,t
636,spain,,11,2022,2022-03-18,Athletic Bilbao,Getafe,1,1,t
637,england,,11,2022,2022-03-19,Aston Villa,Arsenal,0,1,v
638,france,,11,2022,2022-03-19,Lens,Clermont,3,1,l
639,france,,11,2022,2022-03-19,Nantes,Lille,0,1,v
640,germany,,11,2022,2022-03-19,Bayern Munich,Union Berlin,4,0,l
641,germany,,11,2022,2022-03-19,FSV Mainz,Bielefeld,4,0,l
642,germany,,11,2022,2022-03-19,Greuther Furth,Freiburg,0,0,t
643,germany,,11,2022,2022-03-19,Hertha Berlin,Hoffenheim,3,0,l
644,germany,,11,2022,2022-03-19,Stuttgart,FC Augsburg,3,2,l
645,italy,,11,2022,2022-03-19,Cagliari,AC Milan,0,1,v
646,italy,,11,2022,2022-03-19,Inter Milan,Fiorentina,1,1,t
647,italy,,11,2022,2022-03-19,Napoli,Udinese,2,1,l
648,netherlands,,11,2022,2022-03-19,FC Twente,PEC Zwolle,1,0,l
649,netherlands,,11,2022,2022-03-19,Go Ahead Eagles,Cambuur,3,0,l
650,netherlands,,11,2022,2022-03-19,NEC Nijmegen,Sparta,0,0,t
651,portugal,,11,2022,2022-03-19,Guimaraes,Sporting CP,1,3,v
652,portugal,,11,2022,2022-03-19,Santa Clara,Belenenses,0,0,t
653,portugal,,11,2022,2022-03-19,Tondela,Arouca,2,2,t
654,spain,,11,2022,2022-03-19,Alaves,Granada,2,3,v
655,spain,,11,2022,2022-03-19,Elche,Valencia,0,1,v
656,spain,,11,2022,2022-03-19,Osasuna,Levante,3,1,l
657,spain,,11,2022,2022-03-19,Rayo Vallecano,Atletico Madrid,0,1,v
658,england,,11,2022,2022-03-20,Leicester City,Brentford,2,1,l
659,england,,11,2022,2022-03-20,Tottenham,West Ham Utd,3,1,l
660,france,,11,2022,2022-03-20,Angers,Brest,1,0,l
661,france,,11,2022,2022-03-20,Bordeaux,Montpellier,0,2,v
662,france,,11,2022,2022-03-20,Lorient,Strasbourg,0,0,t
663,france,,11,2022,2022-03-20,Marseille,Nice,2,1,l
664,france,,11,2022,2022-03-20,Monaco,Paris SG,3,0,l
665,france,,11,2022,2022-03-20,Reims,Lyon,0,0,t
666,france,,11,2022,2022-03-20,Rennes,Metz,6,1,l
667,germany,,11,2022,2022-03-20,FC Koln,Dortmund,1,1,t
668,germany,,11,2022,2022-03-20,RB Leipzig,E. Frankfurt,0,0,t
669,germany,,11,2022,2022-03-20,Wolfsburg,Leverkusen,0,2,v
670,italy,,11,2022,2022-03-20,AS Roma,Lazio,3,0,l
671,italy,,11,2022,2022-03-20,Bologna,Atalanta,0,1,v
672,italy,,11,2022,2022-03-20,Empoli,Hellas Verona,1,1,t
673,italy,,11,2022,2022-03-20,Juventus,Salernitana,2,0,l
674,italy,,11,2022,2022-03-20,Venezia,Sampdoria,0,2,v
675,netherlands,,11,2022,2022-03-20,Ajax Amsterdam,Feyenoord,3,2,l
676,netherlands,,11,2022,2022-03-20,FC Utrecht,FC Groningen,1,3,v
677,netherlands,,11,2022,2022-03-20,PSV Eindhoven,Fortuna Sittard,5,0,l
678,netherlands,,11,2022,2022-03-20,Vitesse Arnhem,RKC Waalwijk,1,2,v
679,netherlands,,11,2022,2022-03-20,Willem II,AZ Alkmaar,2,2,t
680,portugal,,11,2022,2022-03-20,Benfica,Estoril,2,1,l
681,portugal,,11,2022,2022-03-20,Boavista,FC Porto,0,1,v
682,portugal,,11,2022,2022-03-20,Gil Vicente,Maritimo,1,1,t
683,portugal,,11,2022,2022-03-20,Pacos Ferreira,Moreirense,2,1,l
684,portugal,,11,2022,2022-03-20,Portimonense,Sporting Braga,1,2,v
685,spain,,11,2022,2022-03-20,Cadiz,Villarreal,1,0,l
686,spain,,11,2022,2022-03-20,Celta Vigo,Real Betis,0,0,t
687,spain,,11,2022,2022-03-20,Espanyol,Mallorca,1,0,l
688,spain,,11,2022,2022-03-20,Real Madrid,FC Barcelona,0,4,v
689,spain,,11,2022,2022-03-20,Sevilla FC,Real Sociedad,0,0,t
690,germany,,13,2022,2022-04-01,Union Berlin,FC Koln,1,0,l
691,portugal,,13,2022,2022-04-01,Sporting Braga,Benfica,3,2,l
692,england,,13,2022,2022-04-02,Brighton,Norwich City,0,0,t
693,england,,13,2022,2022-04-02,Burnley,Manchester City,0,2,v
694,england,,13,2022,2022-04-02,Chelsea,Brentford,1,4,v
695,england,,13,2022,2022-04-02,Leeds Utd,Southampton,1,1,t
696,england,,13,2022,2022-04-02,Liverpool,Watford,2,0,l
697,england,,13,2022,2022-04-02,Manchester Utd,Leicester City,1,1,t
698,england,,13,2022,2022-04-02,Wolverhampton,Aston Villa,2,1,l
699,france,,13,2022,2022-04-02,Lille,Bordeaux,0,0,t
700,france,,13,2022,2022-04-02,Nice,Rennes,1,1,t
701,germany,,13,2022,2022-04-02,Bielefeld,Stuttgart,1,1,t
702,germany,,13,2022,2022-04-02,Dortmund,RB Leipzig,1,4,v
703,germany,,13,2022,2022-04-02,E. Frankfurt,Greuther Furth,0,0,t
704,germany,,13,2022,2022-04-02,Freiburg,Bayern Munich,1,4,v
705,germany,,13,2022,2022-04-02,Hoffenheim,Bochum,1,2,v
706,germany,,13,2022,2022-04-02,Leverkusen,Hertha Berlin,2,1,l
707,italy,,13,2022,2022-04-02,Lazio,Sassuolo,2,1,l
708,italy,,13,2022,2022-04-02,Salernitana,Torino,0,1,v
709,italy,,13,2022,2022-04-02,Spezia,Venezia,1,0,l
710,netherlands,,13,2022,2022-04-02,AZ Alkmaar,Vitesse Arnhem,3,1,l
711,netherlands,,13,2022,2022-04-02,FC Groningen,Ajax Amsterdam,1,3,v
712,netherlands,,13,2022,2022-04-02,FC Twente,PSV Eindhoven,3,3,t
713,netherlands,,13,2022,2022-04-02,Feyenoord,Willem II,2,0,l
714,netherlands,,13,2022,2022-04-02,RKC Waalwijk,FC Utrecht,1,1,t
715,portugal,,13,2022,2022-04-02,Arouca,Gil Vicente,2,1,l
716,portugal,,13,2022,2022-04-02,Belenenses,Portimonense,2,0,l
717,portugal,,13,2022,2022-04-02,Estoril,Vizela,1,2,v
718,portugal,,13,2022,2022-04-02,Famalicao,Boavista,1,2,v
719,spain,,13,2022,2022-04-02,Atletico Madrid,Alaves,4,1,l
720,spain,,13,2022,2022-04-02,Celta Vigo,Real Madrid,1,2,v
721,spain,,13,2022,2022-04-02,Getafe,Mallorca,1,0,l
722,spain,,13,2022,2022-04-02,Levante,Villarreal,2,0,l
723,england,,13,2022,2022-04-03,Tottenham,Newcastle Utd,5,1,l
724,england,,13,2022,2022-04-03,West Ham Utd,Everton,2,1,l
725,france,,13,2022,2022-04-03,Clermont,Nantes,2,3,v
726,france,,13,2022,2022-04-03,Lyon,Angers,3,2,l
727,france,,13,2022,2022-04-03,Metz,Monaco,1,2,v
728,france,,13,2022,2022-04-03,Montpellier,Brest,1,2,v
729,france,,13,2022,2022-04-03,Paris SG,Lorient,5,1,l
730,france,,13,2022,2022-04-03,Saint-Etienne,Marseille,2,4,v
731,france,,13,2022,2022-04-03,Strasbourg,Lens,1,0,l
732,france,,13,2022,2022-04-03,Troyes,Reims,1,0,l
733,germany,,13,2022,2022-04-03,FC Augsburg,Wolfsburg,3,0,l
734,germany,,13,2022,2022-04-03,Monchengladbach,FSV Mainz,1,1,t
735,italy,,13,2022,2022-04-03,Atalanta,Napoli,1,3,v
736,italy,,13,2022,2022-04-03,Fiorentina,Empoli,1,0,l
737,italy,,13,2022,2022-04-03,Juventus,Inter Milan,0,1,v
738,italy,,13,2022,2022-04-03,Sampdoria,AS Roma,0,1,v
739,italy,,13,2022,2022-04-03,Udinese,Cagliari,5,1,l
740,netherlands,,13,2022,2022-04-03,Cambuur,NEC Nijmegen,1,2,v
741,netherlands,,13,2022,2022-04-03,Fortuna Sittard,Heracles Almelo,0,2,v
742,netherlands,,13,2022,2022-04-03,PEC Zwolle,Go Ahead Eagles,0,1,v
743,netherlands,,13,2022,2022-04-03,Sparta,Heerenveen,1,1,t
744,portugal,,13,2022,2022-04-03,Maritimo,Tondela,1,3,v
745,portugal,,13,2022,2022-04-03,Moreirense,Guimaraes,0,1,v
746,portugal,,13,2022,2022-04-03,Sporting CP,Pacos Ferreira,2,0,l
747,spain,,13,2022,2022-04-03,Athletic Bilbao,Elche,2,1,l
748,spain,,13,2022,2022-04-03,FC Barcelona,Sevilla FC,1,0,l
749,spain,,13,2022,2022-04-03,Granada,Rayo Vallecano,2,2,t
750,spain,,13,2022,2022-04-03,Real Betis,Osasuna,4,1,l
751,spain,,13,2022,2022-04-03,Valencia,Cadiz,0,0,t
752,england,,14,2022,2022-04-04,Crystal Palace,Arsenal,3,0,l
